Date,Open,High,Low,Close,Volume
2024-04-08 20:00:00+00:00,71766.0,71900.0,71500.37,71692.01,1659.84661
2024-04-08 22:00:00+00:00,71692.01,72000.0,71599.9,71620.0,1349.26821
2024-04-09 00:00:00+00:00,71620.0,71758.19,70833.33,71275.46,2652.93454
2024-04-09 02:00:00+00:00,71275.45,71641.97,71156.77,71285.0,1638.85562
2024-04-09 04:00:00+00:00,71285.0,71339.79,70917.2,71056.0,1785.21989
2024-04-09 06:00:00+00:00,71055.99,71265.47,70110.0,70383.99,4405.13916
2024-04-09 08:00:00+00:00,70383.98,70860.65,69576.61,70392.18,4557.46807
2024-04-09 10:00:00+00:00,70392.18,70905.26,70234.99,70794.85,2415.19889
2024-04-09 12:00:00+00:00,70794.84,70977.0,69921.62,69928.0,3690.03374
2024-04-09 14:00:00+00:00,69928.0,70429.04,68535.03,69264.0,8466.21441
2024-04-09 16:00:00+00:00,69264.0,69320.0,68210.0,68823.99,4759.3242
2024-04-09 18:00:00+00:00,68823.99,69174.0,68656.08,69000.77,1883.58269
2024-04-09 20:00:00+00:00,69000.78,69250.0,68935.64,69213.83,1455.53903
2024-04-09 22:00:00+00:00,69213.83,69439.6,68888.47,69146.0,1584.39218
2024-04-10 00:00:00+00:00,69146.0,69304.26,68603.92,69269.75,1990.93702
2024-04-10 02:00:00+00:00,69269.75,69594.15,68466.63,69150.18,2549.64901
2024-04-10 04:00:00+00:00,69150.18,69414.2,69005.55,69255.82,1524.50852
2024-04-10 06:00:00+00:00,69255.82,69515.0,69227.62,69336.28,1118.99401
2024-04-10 08:00:00+00:00,69336.27,69336.28,68800.0,69139.2,2292.84242
2024-04-10 10:00:00+00:00,69139.19,69180.0,68629.99,69043.0,2516.55756
2024-04-10 12:00:00+00:00,69043.0,69204.28,67518.0,68259.77,8588.65782
2024-04-10 14:00:00+00:00,68259.77,68974.58,68009.94,68657.32,5160.34997
2024-04-10 16:00:00+00:00,68657.31,69910.96,68556.0,69350.11,5500.21145
2024-04-10 18:00:00+00:00,69350.1,70098.89,69071.0,70083.99,3798.42227
2024-04-10 20:00:00+00:00,70084.0,70136.0,69581.03,70017.0,2318.58889
2024-04-10 22:00:00+00:00,70017.01,71172.08,70017.0,70631.08,4646.30483
2024-04-11 00:00:00+00:00,70631.08,70760.0,70285.13,70553.28,2038.20375
2024-04-11 02:00:00+00:00,70553.28,71062.0,70500.0,70851.67,1975.52121
2024-04-11 04:00:00+00:00,70851.66,70888.35,70378.11,70583.99,1450.40892
2024-04-11 06:00:00+00:00,70583.99,71305.89,70564.0,70735.99,2326.6651
2024-04-11 08:00:00+00:00,70736.0,71256.27,70596.43,70604.0,2501.26184
2024-04-11 10:00:00+00:00,70604.0,70785.05,69881.31,69983.16,2650.33935
2024-04-11 12:00:00+00:00,69983.16,71100.0,69669.75,70284.0,7243.38541
2024-04-11 14:00:00+00:00,70284.01,70350.01,69567.21,70000.0,4103.74485
2024-04-11 16:00:00+00:00,70000.0,70446.03,69574.88,70203.99,2548.80079
2024-04-11 18:00:00+00:00,70203.99,70529.73,69951.18,70459.67,2025.57003
2024-04-11 20:00:00+00:00,70459.67,70746.09,70000.0,70115.41,2017.34588
2024-04-11 22:00:00+00:00,70115.41,70259.46,69804.87,70006.23,1036.00882
2024-04-12 00:00:00+00:00,70006.22,70367.29,70002.22,70280.01,1186.96863
2024-04-12 02:00:00+00:00,70280.01,70996.91,70208.73,70977.27,3358.2053
2024-04-12 04:00:00+00:00,70977.27,71227.46,70812.56,70956.32,1695.50333
2024-04-12 06:00:00+00:00,70956.32,71012.0,70566.02,70764.01,1992.00045
2024-04-12 08:00:00+00:00,70764.0,70893.58,70509.58,70652.0,2222.58995
2024-04-12 10:00:00+00:00,70652.0,70972.0,70601.23,70904.01,1705.46467
2024-04-12 12:00:00+00:00,70904.0,70975.54,69631.06,69888.0,4572.28929
2024-04-12 14:00:00+00:00,69888.0,70090.55,69236.95,69347.3,6096.39243
2024-04-12 16:00:00+00:00,69347.3,69580.0,67444.0,68140.02,10489.31294
2024-04-12 18:00:00+00:00,68140.01,68383.63,65086.86,66843.98,15717.25637
2024-04-12 20:00:00+00:00,66843.98,67440.0,66680.84,66960.01,4405.61904
2024-04-12 22:00:00+00:00,66960.0,67270.53,66812.0,67116.52,2631.25989
2024-04-13 00:00:00+00:00,67116.52,67142.86,65731.27,65886.63,4418.77721
2024-04-13 02:00:00+00:00,65886.64,67168.0,65871.49,67160.55,3328.27835
2024-04-13 04:00:00+00:00,67160.55,67929.0,67012.67,67345.48,4046.72028
2024-04-13 06:00:00+00:00,67345.48,67563.66,67120.87,67446.52,1829.62272
2024-04-13 08:00:00+00:00,67446.53,67475.0,67090.83,67393.85,1788.07999
2024-04-13 10:00:00+00:00,67393.84,67825.91,67302.93,67360.0,1588.07098
2024-04-13 12:00:00+00:00,67360.01,67774.2,67169.97,67552.03,1682.66059
2024-04-13 14:00:00+00:00,67552.02,67926.0,67369.67,67676.0,1771.50607
2024-04-13 16:00:00+00:00,67675.99,67752.85,66500.0,66730.87,4209.56443
2024-04-13 18:00:00+00:00,66730.86,67243.47,63750.01,64788.01,7967.40681
2024-04-13 20:00:00+00:00,64788.01,64853.9,60660.57,62928.01,26938.67229
2024-04-13 22:00:00+00:00,62928.0,65608.09,62118.56,63924.51,11825.86047
2024-04-14 00:00:00+00:00,63924.52,64303.87,62888.0,63743.11,7698.23658
2024-04-14 02:00:00+00:00,63743.1,63953.75,62134.0,63437.55,6737.64589
2024-04-14 04:00:00+00:00,63437.55,64466.0,63394.0,64383.99,5160.22531
2024-04-14 06:00:00+00:00,64384.0,64872.96,64107.09,64464.3,4507.1471
2024-04-14 08:00:00+00:00,64464.3,64887.99,63908.31,64134.19,4016.24051
2024-04-14 10:00:00+00:00,64134.18,64659.8,63855.45,64166.05,3326.68263
2024-04-14 12:00:00+00:00,64166.05,64848.49,64069.79,64373.42,3618.48846
2024-04-14 14:00:00+00:00,64373.43,64475.37,63437.55,64180.97,6960.16355
2024-04-14 16:00:00+00:00,64180.98,64747.25,62573.66,63868.58,7264.94209
2024-04-14 18:00:00+00:00,63868.57,64695.4,63757.0,64168.62,3174.32092
2024-04-14 20:00:00+00:00,64168.62,64350.0,63326.42,63682.15,2557.82077
2024-04-14 22:00:00+00:00,63682.15,65840.0,63641.79,65661.84,6577.26437
2024-04-15 00:00:00+00:00,65661.85,65867.45,65042.98,65275.62,3937.14847
2024-04-15 02:00:00+00:00,65275.63,65361.47,64937.01,65138.19,2283.9881
2024-04-15 04:00:00+00:00,65138.2,65512.2,64683.01,65466.74,2466.97844
2024-04-15 06:00:00+00:00,65466.73,66582.84,65355.45,66263.84,6422.72782
2024-04-15 08:00:00+00:00,66263.84,66867.07,66064.48,66578.39,3742.46594
2024-04-15 10:00:00+00:00,66578.39,66720.64,65807.25,65860.12,2853.182
2024-04-15 12:00:00+00:00,65860.12,66399.0,65684.65,65865.77,3229.89274
2024-04-15 14:00:00+00:00,65865.78,65977.0,63810.0,64568.81,8667.88629
2024-04-15 16:00:00+00:00,64568.8,64868.28,63310.99,63908.48,6322.72772
2024-04-15 18:00:00+00:00,63908.48,64060.34,62274.4,63301.11,6876.53554
2024-04-15 20:00:00+00:00,63301.11,63633.02,62632.0,63262.94,3114.04584
2024-04-15 22:00:00+00:00,63262.94,63558.0,62700.0,63419.99,2471.95179
2024-04-16 00:00:00+00:00,63419.99,63899.69,62933.33,63147.5,2935.51137
2024-04-16 02:00:00+00:00,63147.5,63554.99,62750.0,62956.0,3844.54691
2024-04-16 04:00:00+00:00,62956.0,63029.13,61680.0,62700.41,7286.06823
2024-04-16 06:00:00+00:00,62700.41,63800.0,62636.73,63516.19,3607.64356
2024-04-16 08:00:00+00:00,63516.18,63660.0,63077.02,63242.19,2515.1363
2024-04-16 10:00:00+00:00,63242.18,63340.66,61600.0,63094.77,7045.58277
2024-04-16 12:00:00+00:00,63094.76,63422.97,62136.28,62692.41,5442.01253
2024-04-16 14:00:00+00:00,62692.41,63100.0,61735.42,61762.2,5933.71251
2024-04-16 16:00:00+00:00,61762.19,63280.75,61694.02,62490.36,6265.75735
2024-04-16 18:00:00+00:00,62490.37,63094.8,62427.24,62721.43,3673.62044
2024-04-16 20:00:00+00:00,62721.43,64365.0,62555.0,64007.12,3265.15176
2024-04-16 22:00:00+00:00,64007.11,64080.0,63613.71,63793.39,1620.54958
2024-04-17 00:00:00+00:00,63793.4,64239.67,63581.16,64017.64,2388.52295
2024-04-17 02:00:00+00:00,64017.64,64295.0,63694.28,63842.02,2019.57828
2024-04-17 04:00:00+00:00,63842.03,64499.0,63672.26,63928.01,2189.42641
2024-04-17 06:00:00+00:00,63928.01,64000.0,63181.81,63297.84,2581.42178
2024-04-17 08:00:00+00:00,63297.85,63587.88,63150.1,63320.16,1914.57784
2024-04-17 10:00:00+00:00,63320.16,63338.72,62541.13,62595.04,2614.27946
2024-04-17 12:00:00+00:00,62595.04,62974.88,62061.44,62635.88,4125.32114
2024-04-17 14:00:00+00:00,62635.88,62657.55,59888.0,60304.95,15576.24154
2024-04-17 16:00:00+00:00,60304.95,61365.98,59678.16,61275.37,8296.78365
2024-04-17 18:00:00+00:00,61275.36,61956.42,60727.38,61022.35,4793.53986
2024-04-17 20:00:00+00:00,61022.36,61660.05,60777.0,61300.92,2455.15171
2024-04-17 22:00:00+00:00,61300.93,61763.07,61160.34,61277.37,1655.70047
2024-04-18 00:00:00+00:00,61277.38,61666.0,60939.92,61639.26,2761.29297
2024-04-18 02:00:00+00:00,61639.26,62229.9,61457.73,61988.0,2350.76465
2024-04-18 04:00:00+00:00,61987.99,62075.46,60992.0,61072.02,2661.07633
2024-04-18 06:00:00+00:00,61072.02,61362.32,60803.35,61178.08,2728.54001
2024-04-18 08:00:00+00:00,61178.08,61710.14,60864.0,61636.5,2883.21432
2024-04-18 10:00:00+00:00,61636.51,63072.27,61500.0,62597.92,5970.81989
2024-04-18 12:00:00+00:00,62597.92,62833.34,61580.71,62810.0,4791.83956
2024-04-18 14:00:00+00:00,62810.01,64117.09,62564.91,63498.7,8387.40701
2024-04-18 16:00:00+00:00,63498.69,63866.19,62628.6,62782.75,3711.12906
2024-04-18 18:00:00+00:00,62782.74,63576.0,62310.03,63477.04,3672.39386
2024-04-18 20:00:00+00:00,63477.04,63825.74,63272.0,63473.28,2171.95319
2024-04-18 22:00:00+00:00,63473.27,63665.5,63162.77,63470.08,1511.17833
2024-04-19 00:00:00+00:00,63470.09,63470.09,60618.97,61022.0,7720.30482
2024-04-19 02:00:00+00:00,61021.99,62108.34,59600.01,61785.14,11204.16151
2024-04-19 04:00:00+00:00,61785.14,62800.07,61739.68,62073.38,5246.70824
2024-04-19 06:00:00+00:00,62073.39,65179.0,61809.93,64547.18,11053.79596
2024-04-19 08:00:00+00:00,64547.18,65099.0,64098.13,64775.93,5689.40733
2024-04-19 10:00:00+00:00,64775.94,65450.0,64420.0,64870.74,5071.14304
2024-04-19 12:00:00+00:00,64870.73,65440.57,64436.51,64903.71,5893.58971
2024-04-19 14:00:00+00:00,64903.71,64965.78,63820.57,64437.17,4802.09808
2024-04-19 16:00:00+00:00,64437.18,64808.54,63506.57,64627.8,4834.85441
2024-04-19 18:00:00+00:00,64627.8,64660.86,64084.86,64325.25,2503.52154
2024-04-19 20:00:00+00:00,64325.26,64444.91,63677.36,64398.32,1985.38592
2024-04-19 22:00:00+00:00,64398.31,64494.03,62953.9,63818.01,3769.33215
2024-04-20 00:00:00+00:00,63818.01,64263.41,63090.07,63656.0,3391.29576
2024-04-20 02:00:00+00:00,63656.0,64092.29,63530.0,63956.0,1516.6572
2024-04-20 04:00:00+00:00,63956.01,64268.58,63815.53,64159.0,1498.35877
2024-04-20 06:00:00+00:00,64159.01,64222.22,63922.36,63961.22,1189.62745
2024-04-20 08:00:00+00:00,63961.22,63988.0,63277.0,63615.01,1780.0657
2024-04-20 10:00:00+00:00,63615.0,63924.05,63377.22,63707.17,1430.80579
2024-04-20 12:00:00+00:00,63707.18,64047.92,63575.83,63875.53,1390.59994
2024-04-20 14:00:00+00:00,63875.53,64960.37,63746.0,64808.35,2343.20609
2024-04-20 16:00:00+00:00,64808.35,65419.0,64456.54,65200.0,3579.0173
2024-04-20 18:00:00+00:00,65199.99,65310.99,64791.79,64866.44,2859.0193
2024-04-20 20:00:00+00:00,64866.45,65031.25,64622.12,64725.98,1139.01749
2024-04-20 22:00:00+00:00,64725.98,64988.92,64555.0,64940.59,1019.75896
2024-04-21 00:00:00+00:00,64940.58,65100.0,64608.0,64946.0,1151.90844
2024-04-21 02:00:00+00:00,64946.0,65695.56,64921.0,65170.0,2301.10207
2024-04-21 04:00:00+00:00,65170.01,65244.65,64843.98,65027.81,1270.94849
2024-04-21 06:00:00+00:00,65027.82,65200.0,64899.84,65150.66,1370.29926
2024-04-21 08:00:00+00:00,65150.67,65222.07,64763.15,64900.32,1694.85405
2024-04-21 10:00:00+00:00,64900.33,65440.95,64785.04,65234.01,1755.28723
2024-04-21 12:00:00+00:00,65234.02,65375.41,64778.69,64882.0,1557.68235
2024-04-21 14:00:00+00:00,64882.0,65132.07,64790.0,65043.69,1137.92468
2024-04-21 16:00:00+00:00,65043.7,65087.92,64237.5,64822.0,3326.44878
2024-04-21 18:00:00+00:00,64822.0,64862.5,64528.38,64538.0,849.65252
2024-04-21 20:00:00+00:00,64538.0,65167.19,64362.5,64661.7,1662.99716
2024-04-21 22:00:00+00:00,64661.69,65110.0,64569.07,64941.15,1237.31649
2024-04-22 00:00:00+00:00,64941.15,65640.0,64604.56,64658.0,3479.77372
2024-04-22 02:00:00+00:00,64657.99,66090.69,64500.0,65703.5,4440.18927
2024-04-22 04:00:00+00:00,65703.49,66414.81,65509.24,66377.99,3410.90784
2024-04-22 06:00:00+00:00,66377.99,66479.8,65979.33,65980.0,2687.46757
2024-04-22 08:00:00+00:00,65980.01,66204.44,65801.76,65938.0,1711.97885
2024-04-22 10:00:00+00:00,65938.0,66154.87,65702.0,65877.47,1693.58985
2024-04-22 12:00:00+00:00,65877.47,66260.54,65626.87,66114.0,2565.20909
2024-04-22 14:00:00+00:00,66113.48,66477.53,65665.86,65994.38,2896.20763
2024-04-22 16:00:00+00:00,65994.39,66824.28,65913.52,66540.0,2850.96483
2024-04-22 18:00:00+00:00,66540.01,66691.22,66141.07,66524.77,1723.64808
2024-04-22 20:00:00+00:00,66524.77,66760.56,66342.1,66526.94,1213.09213
2024-04-22 22:00:00+00:00,66526.94,67232.35,66526.94,66819.32,2724.96485
2024-04-23 00:00:00+00:00,66819.32,67183.01,66712.96,66780.0,1893.99824
2024-04-23 02:00:00+00:00,66780.0,66912.0,66419.55,66435.01,1349.03937
2024-04-23 04:00:00+00:00,66435.01,66609.31,66181.1,66490.01,1853.15492
2024-04-23 06:00:00+00:00,66490.01,66646.0,66020.0,66099.79,1652.10188
2024-04-23 08:00:00+00:00,66099.79,66309.3,65963.4,66058.99,1720.51095
2024-04-23 10:00:00+00:00,66059.0,66310.44,65852.35,66043.99,1944.14034
2024-04-23 12:00:00+00:00,66043.99,66590.92,65765.81,66509.29,3055.64708
2024-04-23 14:00:00+00:00,66509.3,67130.0,66328.44,66419.56,4280.8051
2024-04-23 16:00:00+00:00,66419.56,66905.99,66350.91,66753.71,1356.78821
2024-04-23 18:00:00+00:00,66753.72,66846.0,66390.0,66484.43,1259.012
2024-04-23 20:00:00+00:00,66484.43,66484.96,65980.0,66352.01,1378.52794
2024-04-23 22:00:00+00:00,66352.0,66455.76,66120.0,66414.0,856.17401
2024-04-24 00:00:00+00:00,66414.0,66900.0,66390.0,66743.25,1690.8285
2024-04-24 02:00:00+00:00,66743.25,66766.0,66441.32,66608.14,1355.52779
2024-04-24 04:00:00+00:00,66608.14,67070.43,66589.01,66735.06,1853.43768
2024-04-24 06:00:00+00:00,66735.06,66883.68,66552.37,66630.9,1380.44125
2024-04-24 08:00:00+00:00,66630.89,66743.01,66272.0,66366.01,1605.46008
2024-04-24 10:00:00+00:00,66366.0,66631.01,66203.05,66571.52,1503.92734
2024-04-24 12:00:00+00:00,66571.52,66737.0,65834.28,66054.99,3373.75088
2024-04-24 14:00:00+00:00,66055.0,66200.0,64519.03,64610.11,7944.43794
2024-04-24 16:00:00+00:00,64610.1,65156.95,64348.0,64889.47,3826.04031
2024-04-24 18:00:00+00:00,64889.47,64920.0,63736.7,63976.06,3835.67539
2024-04-24 20:00:00+00:00,63976.05,64447.91,63606.06,64399.37,3317.15304
2024-04-24 22:00:00+00:00,64399.37,64404.0,63825.72,64289.59,1909.01617
2024-04-25 00:00:00+00:00,64289.58,64741.47,64046.74,64067.98,2110.11211
2024-04-25 02:00:00+00:00,64067.99,64464.29,63860.0,64282.01,1591.30878
2024-04-25 04:00:00+00:00,64282.02,64397.78,64025.5,64223.36,1317.98777
2024-04-25 06:00:00+00:00,64223.36,64391.99,63824.07,64017.99,1314.78278
2024-04-25 08:00:00+00:00,64017.99,64192.0,63708.2,63966.02,2163.12972
2024-04-25 10:00:00+00:00,63966.03,63994.23,63337.25,63861.23,3621.24211
2024-04-25 12:00:00+00:00,63861.24,64302.99,62794.0,63428.97,6317.1439
2024-04-25 14:00:00+00:00,63428.97,64198.4,63215.99,64135.94,3224.09197
2024-04-25 16:00:00+00:00,64135.93,64856.85,63971.48,64704.0,3960.78904
2024-04-25 18:00:00+00:00,64703.99,64975.0,64452.21,64747.11,1932.61323
2024-04-25 20:00:00+00:00,64747.12,65297.94,64489.3,64710.01,2377.90482
2024-04-25 22:00:00+00:00,64710.01,64747.12,64447.75,64498.34,1410.35715
2024-04-26 00:00:00+00:00,64498.33,64662.5,63890.82,64402.97,2711.55462
2024-04-26 02:00:00+00:00,64402.98,64662.53,64294.78,64381.24,1789.54927
2024-04-26 04:00:00+00:00,64381.25,64574.32,64000.02,64553.99,1810.63673
2024-04-26 06:00:00+00:00,64553.99,64610.82,64240.21,64276.95,2009.95692
2024-04-26 08:00:00+00:00,64276.94,64581.52,64234.19,64474.99,1758.93457
2024-04-26 10:00:00+00:00,64474.99,64556.45,64059.8,64244.02,1803.64095
2024-04-26 12:00:00+00:00,64244.03,64582.93,63685.94,64500.01,3811.34035
2024-04-26 14:00:00+00:00,64500.0,64820.01,63297.48,63503.22,5879.42893
2024-04-26 16:00:00+00:00,63503.22,64115.12,63318.75,64008.4,2560.56326
2024-04-26 18:00:00+00:00,64008.4,64162.5,63727.89,63742.05,1152.38779
2024-04-26 20:00:00+00:00,63742.07,64107.32,63742.05,64059.97,970.41074
2024-04-26 22:00:00+00:00,64059.96,64059.97,63689.22,63770.01,826.78933
2024-04-27 00:00:00+00:00,63770.0,63923.41,62391.24,62593.28,4899.64022
2024-04-27 02:00:00+00:00,62593.28,63325.12,62471.52,63082.01,1758.12881
2024-04-27 04:00:00+00:00,63082.0,63175.0,62808.0,62988.25,1297.23435
2024-04-27 06:00:00+00:00,62988.25,63160.71,62865.46,62966.83,945.17022
2024-04-27 08:00:00+00:00,62966.84,63060.0,62878.78,62984.45,888.80931
2024-04-27 10:00:00+00:00,62984.45,62991.54,62673.37,62862.14,1190.88163
2024-04-27 12:00:00+00:00,62862.13,63271.79,62810.29,63227.09,2181.38993
2024-04-27 14:00:00+00:00,63227.09,63408.53,62860.0,62951.75,1322.46629
2024-04-27 16:00:00+00:00,62951.75,63650.0,62750.0,63416.21,2491.64731
2024-04-27 18:00:00+00:00,63416.22,63619.96,62821.82,63352.11,2422.2052
2024-04-27 20:00:00+00:00,63352.11,63461.53,63157.98,63289.57,682.38933
2024-04-27 22:00:00+00:00,63289.57,63555.56,63233.81,63461.98,853.09792
2024-04-28 00:00:00+00:00,63461.98,63748.55,63456.86,63603.6,1043.0407
2024-04-28 02:00:00+00:00,63603.6,64370.0,63552.68,64021.62,2342.59592
2024-04-28 04:00:00+00:00,64021.62,64049.99,63810.0,63953.99,1144.18215
2024-04-28 06:00:00+00:00,63954.0,64060.0,63800.0,63915.5,1161.49211
2024-04-28 08:00:00+00:00,63915.5,63979.27,63639.17,63759.33,1224.33366
2024-04-28 10:00:00+00:00,63759.34,63792.6,63345.55,63484.01,1529.7965
2024-04-28 12:00:00+00:00,63484.0,63869.09,63415.6,63775.43,1305.42935
2024-04-28 14:00:00+00:00,63775.42,63783.6,63460.0,63540.0,1116.23033
2024-04-28 16:00:00+00:00,63540.0,63814.0,63483.18,63768.47,938.17956
2024-04-28 18:00:00+00:00,63768.47,63976.0,63694.5,63730.49,849.80973
2024-04-28 20:00:00+00:00,63730.49,63745.91,63588.72,63661.99,600.65519
2024-04-28 22:00:00+00:00,63662.0,63714.76,62781.0,63118.62,3693.45485
2024-04-29 00:00:00+00:00,63118.62,63367.05,63002.86,63232.0,1178.75496
2024-04-29 02:00:00+00:00,63231.99,63285.08,62150.52,62279.67,3003.61686
2024-04-29 04:00:00+00:00,62279.68,62639.4,62059.27,62444.88,1884.19074
2024-04-29 06:00:00+00:00,62444.88,62473.8,61923.13,62399.98,3093.71494
2024-04-29 08:00:00+00:00,62399.98,62660.01,62220.01,62536.01,1487.62258
2024-04-29 10:00:00+00:00,62536.01,62673.18,62179.99,62256.0,1546.28675
2024-04-29 12:00:00+00:00,62256.0,62698.55,61765.53,62014.0,3966.87548
2024-04-29 14:00:00+00:00,62014.0,63112.29,61878.61,63039.07,4245.63997
2024-04-29 16:00:00+00:00,63039.07,63221.74,62754.0,63033.23,2008.90427
2024-04-29 18:00:00+00:00,63033.24,63050.0,62546.37,62987.37,1495.17292
2024-04-29 20:00:00+00:00,62987.37,63172.58,62820.0,63092.24,1019.55781
2024-04-29 22:00:00+00:00,63092.23,64228.35,63041.04,63866.0,3219.89219
2024-04-30 00:00:00+00:00,63866.0,64734.0,63560.5,63606.01,3574.68331
2024-04-30 02:00:00+00:00,63606.01,63896.12,62995.7,63647.99,3067.30803
2024-04-30 04:00:00+00:00,63647.99,63708.7,63069.68,63330.0,1568.24448
2024-04-30 06:00:00+00:00,63330.0,63465.1,63135.7,63148.74,1466.83565
2024-04-30 08:00:00+00:00,63148.74,63244.0,61600.0,61688.01,6992.38602
2024-04-30 10:00:00+00:00,61688.01,61788.05,61000.0,61204.42,7075.74767
2024-04-30 12:00:00+00:00,61204.41,61337.78,60737.45,60820.57,4835.68336
2024-04-30 14:00:00+00:00,60820.58,61559.36,60546.22,60796.85,5669.18185
2024-04-30 16:00:00+00:00,60796.86,60947.55,60080.0,60368.81,5884.5288
2024-04-30 18:00:00+00:00,60368.82,60538.38,59191.6,59292.95,7378.60266
2024-04-30 20:00:00+00:00,59292.95,60400.0,59274.75,60180.0,4566.06846
2024-04-30 22:00:00+00:00,60180.0,61070.71,60156.0,60672.0,2868.38506
2024-05-01 00:00:00+00:00,60672.01,60841.63,59850.06,60133.78,3588.63042
2024-05-01 02:00:00+00:00,60133.79,60317.88,59590.0,60246.03,2941.84681
2024-05-01 04:00:00+00:00,60246.02,60361.09,59931.59,60050.0,1728.69675
2024-05-01 06:00:00+00:00,60049.99,60113.24,57100.0,57499.99,14008.9237
2024-05-01 08:00:00+00:00,57500.0,57653.34,56552.82,57115.61,14029.03497
2024-05-01 10:00:00+00:00,57115.61,57909.0,56888.0,57898.47,4577.52643
2024-05-01 12:00:00+00:00,57898.46,58275.87,57223.29,57301.29,5833.92311
2024-05-01 14:00:00+00:00,57301.29,57586.2,56674.51,56886.0,5852.82468
2024-05-01 16:00:00+00:00,56886.0,57700.86,56625.09,57424.65,4384.9358
2024-05-01 18:00:00+00:00,57424.64,59468.0,56897.27,56954.47,16122.88908
2024-05-01 20:00:00+00:00,56954.46,58203.34,56760.02,57909.03,3992.79544
2024-05-01 22:00:00+00:00,57909.03,58575.32,57828.0,58364.97,4104.44104
2024-05-02 00:00:00+00:00,58364.97,58610.55,56911.84,57112.37,9099.69129
